,PropertyGFATotal,PropertyGFAParking,GFA_par_Building,GFA_par_Floor,GFABuilding_s,PrimaryPropertyType_T_Encoded,NumBuildings,NmbFloors,LargestUseType_GFA_proportion,SecondUseType_GFA_proportion,ThirdUseType_GFA_proportion,Ratio_Parking,Ratio_Building,Nombre_Usage_Type,proportion_Electricity,proportion_Steam,proportion_NaturalGas,Neighborhood_H_DOWNTOWN,Neighborhood_H_NORTHEAST,Neighborhood_H_EAST,Neighborhood_H_LAKE UNION,Neighborhood_H_GREATER DUWAMISH,Neighborhood_H_MAGNOLIA / QUEEN ANNE,Neighborhood_H_BALLARD,Neighborhood_H_NORTHWEST,Neighborhood_H_CENTRAL,Neighborhood_H_SOUTHEAST,Neighborhood_H_DELRIDGE,Neighborhood_H_NORTH,Neighborhood_H_SOUTHWEST,BuildingType_H_NonResidential,BuildingType_H_Nonresidential COS,BuildingType_H_Campus,BuildingType_H_SPS-District K-12,Age_Building_groupe_L,Co_stratification,ENERGYSTARScore
221,0.11751816277352842,-0.32512581792811696,0.1394162858902443,1.8086394049306427,0.24547259374902103,-0.4969845221187181,1.0,1.0,100.0,0.0,0.0,0.0,100.0,1.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,9.0,59.0
146,4.42348920640669,3.5215620357731323,4.505913128557194,-0.22721746198060863,4.062281916009945,2.5408838362441997,1.0,34.0,78.0,19.9,0.0,20.93,79.07,2.0,100.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,6.0,71.0,81.0
1053,-0.548598795571959,-0.32512581792811696,-0.5360637779534629,-0.46851640438423175,-0.5404716142458068,-0.7946208380053232,1.0,2.0,100.0,0.0,0.0,0.0,100.0,1.0,13.0,0.0,87.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,13.0,28.0,96.0
803,-0.5227577391804697,-0.32512581792811696,-0.5098594932517684,-0.516222506755975,-0.5099820307801582,-0.6809150689530434,1.0,3.0,100.0,0.0,0.0,0.0,100.0,2.0,78.0,0.0,22.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,6.0,35.0,88.0
508,0.09201963376729473,-0.32512581792811696,0.11355934322385132,0.11578016531694867,0.2153871546474341,-0.4938446837110081,1.0,3.0,100.0,0.0,0.0,0.0,100.0,1.0,58.0,0.0,42.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,143.0,71.0
1165,-0.5568326269482938,-0.32512581792811696,-0.544413346109751,-0.5512521445147929,-0.5501866229972879,-0.16436057046716165,1.0,3.0,100.0,0.0,0.0,0.0,100.0,1.0,38.0,0.0,62.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,16.0,87.0,89.0
176,3.495121425192388,-0.32512581792811696,3.564495979108448,-0.3837898060438551,4.230670219697618,2.5408838362441997,1.0,42.0,100.0,0.0,0.0,0.0,100.0,5.0,100.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,7.0,86.0,69.0
804,-0.5244637890416464,-0.32512581792811696,-0.5115895237737512,-0.17126908473095062,-0.5119949805934652,-0.4969845221187181,1.0,1.0,100.0,0.0,0.0,0.0,100.0,2.0,72.0,0.0,28.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,7.0,103.0,1.0
168,0.9741132826465952,1.141263651577711,1.0080519196342579,-0.048610380510642065,0.7744043022216638,2.5408838362441997,1.0,8.0,62.7,27.700000000000003,8.6,24.49,75.51,4.0,100.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,5.0,137.0,3.0
1127,-0.545199869979808,-0.32512581792811696,-0.5326170762185471,-0.5392934452311448,-0.5364612586331954,0.3890279392304994,1.0,3.0,100.0,0.0,0.0,0.0,100.0,1.0,42.0,0.0,58.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,4.0,77.0,85.0
1195,-0.540061959200975,-0.32512581792811696,-0.5274069456890234,-0.21937471984159645,-0.5303990931722711,-0.4969845221187181,1.0,1.0,100.0,0.0,0.0,0.0,100.0,1.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,8.0,1.0,60.0
129,-0.2754134446353716,-0.14162013737191542,-0.25903846583687384,-0.562515384207065,-0.2784306261938551,-0.6809150689530434,1.0,10.0,71.39999999999999,9.8,0.0,12.23,87.77,2.0,39.0,61.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,15.0,101.0,90.0
189,-0.16641069134290065,-0.32512581792811696,-0.14850354275666947,-0.2852507959628155,-0.08953199603005495,-0.20867931955090507,1.0,4.0,100.0,0.0,0.0,0.0,100.0,2.0,100.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,17.0,106.0,25.0
136,2.4742317275684864,3.024674925498225,2.529256402201124,-0.08081708290233976,1.9256172952581816,2.5408838362441997,1.0,16.0,64.8,25.7,3.8,29.45,70.55,5.0,99.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,4.0,72.0,94.0
894,-0.5335473518160189,-0.32512581792811696,-0.5208007673637682,-0.44530665433612665,-0.5227125782480991,-0.6809150689530434,1.0,2.0,100.0,0.0,0.0,0.0,100.0,1.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,5.0,84.0,20.0
197,4.280141495677252,2.860544151784299,4.36055048678348,-0.18007219249252218,4.110312919277268,2.5408838362441997,1.0,30.0,85.2,16.8,1.7999999999999998,17.84,82.16,5.0,83.0,1.0,16.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,5.0,107.0,72.0
290,-0.2671730261939357,-0.32512581792811696,-0.2506822180260607,-0.2534766379895198,-0.20842038712718108,-0.4969845221187181,1.0,3.0,100.0,0.0,0.0,0.0,100.0,1.0,73.0,0.0,27.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,5.0,1.0,89.0
36,0.05238526305416941,0.6813757529039252,0.07336786194674293,-0.2315108289695947,-0.1620448213511105,0.3890279392304994,1.0,5.0,62.4,37.6,0.0,37.59,62.41,2.0,56.0,0.0,44.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,11.0,104.0,86.0
767,-0.508127867590998,-0.32512581792811696,-0.4950239805516756,-0.12088818309480127,-0.49272040323052646,-0.42849418777890996,1.0,1.0,100.0,0.0,0.0,0.0,100.0,2.0,65.0,0.0,35.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,17.0,28.0,60.0
232,0.11217605297656238,-0.32512581792811696,0.13399908607044458,-0.1946311963767457,0.23916949607106003,2.5408838362441997,1.0,5.0,100.0,0.0,0.0,0.0,100.0,4.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,5.0,50.0,93.0
645,-0.5226721073341559,-0.32512581792811696,-0.5097726577429429,-0.4285367211503842,-0.5098809946891428,-0.6809150689530434,1.0,2.0,100.0,0.0,0.0,0.0,100.0,1.0,41.0,0.0,59.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,8.0,122.0,41.0
33,-0.043384076450256215,-0.08754072706490541,-0.023747635192675212,-0.5911431126690254,-0.02242848758182411,0.3890279392304994,1.0,20.0,84.7,10.2,5.1,10.18,89.82,3.0,89.0,0.0,11.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,14.0,77.0,71.0
1259,0.23451761309869576,1.0801108625822513,0.2580603095638357,0.7390711465869149,-0.078146005773319,-0.060662129925955106,1.0,2.0,63.8,45.4,29.1,42.18,57.82,7.0,92.0,0.0,8.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,17.0,14.0,75.0
1068,-0.48994756791205074,-0.32512581792811696,-0.47658813406259154,-0.5347022824207538,-0.471269663907256,-0.6809150689530434,1.0,4.0,100.0,0.0,0.0,0.0,100.0,2.0,53.0,0.0,47.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,9.0,131.0,30.0
865,-0.4979113296192418,-0.32512581792811696,-0.48466383638335336,-0.3903549047692783,-0.4806660203716886,-0.060662129925955106,1.0,2.0,100.0,0.0,0.0,0.0,100.0,3.0,53.0,0.0,47.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,11.0,136.0,40.0
341,-0.2909325700134875,-0.32512581792811696,-0.27477573189784565,0.548954344989373,-0.23645401638045518,-0.4938446837110081,1.0,1.0,100.0,0.0,0.0,0.0,100.0,2.0,65.0,0.0,35.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,145.0,32.0
1085,-0.5036486633222719,-0.32512581792811696,-0.4904818154746549,-0.49657801809381524,-0.4874354384697207,-0.6809150689530434,1.0,3.0,100.0,0.0,0.0,0.0,100.0,3.0,22.0,19.0,59.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,19.0,126.0,77.0
199,0.1691080566450919,-0.32512581792811696,0.191731340130283,-0.4254224500936013,0.30634295258230154,2.5408838362441997,1.0,10.0,100.0,0.0,0.0,0.0,100.0,3.0,100.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,15.0,79.0,80.0
429,0.03493612760144065,-0.32512581792811696,0.05567345710993719,-0.24227365223041403,0.14803494197516534,2.5408838362441997,1.0,5.0,100.0,0.0,0.0,0.0,100.0,3.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,87.0,57.0
1285,-0.4021946866356247,-0.32512581792811696,-0.3876017764801355,-0.2427571463670835,-0.3677309866374701,-0.16436057046716165,1.0,2.0,100.0,0.0,0.0,0.0,100.0,2.0,62.0,0.0,38.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,40.0,89.0
876,-0.3147843327444542,0.19309971233669554,-0.298962760932981,-0.3996489622283663,-0.4348500390997033,-0.6809150689530434,1.0,4.0,59.5,34.2,0.0,38.14,61.86,2.0,100.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,5.0,104.0,77.0
730,-0.3684820874483594,-0.32512581792811696,-0.3534153046210295,-0.1907713692352665,-0.32795385480540556,-0.060662129925955106,1.0,2.0,100.0,0.0,0.0,0.0,100.0,6.0,76.0,0.0,24.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,19.0,126.0,72.0
919,-0.540931451794316,-0.32512581792811696,-0.5282886600863275,-0.22205628396093988,-0.5314249980964275,-0.060662129925955106,1.0,1.0,100.0,0.0,0.0,0.0,100.0,2.0,36.0,0.0,64.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,5.0,141.0,77.0
297,-0.30983085978845115,-0.14888277033965475,-0.2939396607301581,0.4906709551530374,-0.31665335662568267,-0.4938446837110081,1.0,1.0,88.9,0.0,0.0,12.8,87.2,2.0,54.0,0.0,46.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,147.0,41.0
73,0.3754742191964469,0.010800527810965382,0.4009982367449629,0.13255009850269112,0.4394696605055985,0.3890279392304994,1.0,4.0,70.1,20.200000000000003,0.0,8.75,91.25,2.0,53.0,0.0,47.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,96.0,76.0
807,-0.3183940444198394,-0.32512581792811696,-0.30262321161269773,0.464261611553443,-0.2688555135683952,-0.4969845221187181,1.0,1.0,100.0,0.0,0.0,0.0,100.0,1.0,57.0,0.0,43.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,11.0,23.0,71.0
547,-0.5047025937384427,-0.32512581792811696,-0.4915505601986598,-0.4976614918873082,-0.4886789595899103,-0.060662129925955106,1.0,3.0,100.0,0.0,0.0,0.0,100.0,3.0,66.0,0.0,34.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,19.0,52.0,77.0
949,-0.5033851807182292,-0.32512581792811696,-0.49021462929365367,-0.10626146971656437,-0.4871245581896733,-0.6809150689530434,1.0,1.0,100.0,0.0,0.0,0.0,100.0,2.0,43.0,0.0,57.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,10.0,91.0,73.0
1182,-0.41559277705119674,-0.32512581792811696,-0.40118819378404746,0.16449524681835437,-0.3835392488778803,-0.4579573386422699,1.0,1.0,100.0,0.0,0.0,0.0,100.0,1.0,52.0,0.0,48.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,12.0,51.0,93.0
821,-0.535115073310073,-0.32512581792811696,-0.5223905251407255,-0.5289260917332895,-0.5245623159143812,-0.4579573386422699,1.0,3.0,100.0,0.0,0.0,0.0,100.0,1.0,53.0,0.0,47.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,14.0,68.0,61.0
663,-0.38377725261303897,-0.32512581792811696,-0.3689254624281503,0.2626161157306936,-0.34600045506215704,-0.060662129925955106,1.0,1.0,100.0,0.0,0.0,0.0,100.0,4.0,79.0,0.0,21.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,13.0,41.0,95.0
1196,-0.46224237209695934,-0.32512581792811696,-0.44849350713031333,0.02062526883964079,-0.43858060246027214,-0.4969845221187181,1.0,1.0,100.0,0.0,0.0,0.0,100.0,1.0,79.0,0.0,21.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,7.0,31.0,100.0
623,-0.43760016155386444,-0.32512581792811696,-0.4235049195521743,-0.29735338553932195,-0.40950552426883924,-0.16436057046716165,1.0,2.0,100.0,0.0,0.0,0.0,100.0,2.0,69.0,0.0,31.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,7.0,116.0,89.0
212,1.0096439118017553,-0.32512581792811696,-0.10703179213571205,-0.16619645927185928,1.2980821339615054,-0.060662129925955106,3.0,10.0,100.0,0.0,0.0,0.0,100.0,5.0,81.0,19.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,17.0,107.0,75.0
1035,-0.4435548684052298,-0.32512581792811696,-0.42954332724280186,0.07825858252583259,-0.41653141859791043,-0.20867931955090507,1.0,1.0,100.0,0.0,0.0,0.0,100.0,2.0,43.0,0.0,57.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,9.0,144.0,88.0
1180,-0.47106903933239025,-0.32512581792811696,-0.45744424419385415,-0.006596669947633453,-0.44899509184185993,-0.4938446837110081,1.0,1.0,100.0,0.0,0.0,0.0,100.0,1.0,64.0,0.0,36.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,3.0,147.0,22.0
1261,-0.35451750943409555,-0.32512581792811696,-0.3392544370279649,0.35285481132253854,-0.31147719996289347,-0.4938446837110081,1.0,1.0,100.0,0.0,0.0,0.0,100.0,2.0,59.0,0.0,41.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,144.0,74.0
727,-0.3658472614079323,-0.32512581792811696,-0.35074344281101727,0.3179132182523059,-0.3248450520049316,-0.16436057046716165,1.0,1.0,100.0,0.0,0.0,0.0,100.0,1.0,48.0,52.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,9.0,78.0,89.0
701,-0.4898487619355347,-0.08181578511639429,-0.47648793924471605,-0.3779221983977769,-0.5510881758094254,0.4928554894001949,1.0,2.0,69.89999999999999,0.0,0.0,33.33,66.67,1.0,52.0,0.0,48.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,10.0,134.0,2.0
1022,-0.4559583119905406,-0.32512581792811696,-0.44212111671343424,-0.5868534836179027,-0.43116610778114167,-0.6809150689530434,1.0,7.0,100.0,0.0,0.0,0.0,100.0,1.0,100.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,18.0,69.0,40.0
1246,-0.014624950218993934,-0.32512581792811696,0.005415736463607861,0.006147524474185261,0.0895583612982498,-0.20867931955090507,1.0,3.0,100.0,0.0,0.0,0.0,100.0,1.0,81.0,0.0,19.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,4.0,67.0,89.0
234,-0.326897945465318,-0.32512581792811696,-0.31124664560451204,-0.31487496927366826,-0.278889174606925,-0.6809150689530434,1.0,3.0,100.0,0.0,0.0,0.0,100.0,1.0,67.0,0.0,33.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,11.0,106.0,55.0
1007,-0.4501682817667019,-0.32512581792811696,-0.43624970038593247,-0.44159918879233745,-0.4243345136271001,-0.6809150689530434,1.0,3.0,100.0,0.0,0.0,0.0,100.0,1.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,8.0,97.0,26.0
978,-0.408531443262852,-0.32512581792811696,-0.3940276041332148,-0.2525286034989334,-0.3752076573726101,-0.4969845221187181,1.0,2.0,100.0,0.0,0.0,0.0,100.0,1.0,60.0,0.0,40.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,17.0,59.0,38.0
67,-0.3545833800851062,-0.32512581792811696,-0.3393212335732152,-0.43033458800312585,-0.31155492003290536,0.3890279392304994,1.0,4.0,100.0,0.0,0.0,0.0,100.0,2.0,39.0,0.0,61.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,96.0,89.0
24,-0.15380304873945677,-0.32512581792811696,-0.13571868399576115,-0.27553012603019555,-0.07465637462978696,0.3890279392304994,1.0,4.0,100.0,0.0,0.0,0.0,100.0,1.0,45.0,0.0,55.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,108.0,29.0
216,1.0590666612550674,2.1351798128369928,1.0941994240435762,1.109922667949205,0.5481067743681617,0.4928554894001949,1.0,3.0,60.9,39.1,0.0,39.1,60.9,2.0,86.0,3.0,11.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,13.0,112.0,65.0
812,-0.49447946870158543,-0.190755279632484,-0.48118373637581247,-0.538196441727777,-0.5207618044908018,-0.6809150689530434,1.0,4.0,83.5,16.5,0.0,18.84,81.16,2.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,31.0,96.0
735,-0.49982816556365256,-0.32512581792811696,-0.48660761585013723,-0.49265048145832263,-0.48292767440903345,-0.060662129925955106,1.0,3.0,100.0,0.0,0.0,0.0,100.0,3.0,39.0,0.0,61.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,18.0,113.0,77.0
111,-0.35873981816388006,-0.32512581792811696,-0.3435360955785094,-0.48509740918883865,-0.31645905645065303,-0.6809150689530434,1.0,5.0,100.0,0.0,0.0,0.0,100.0,2.0,81.0,0.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,8.0,88.0,62.0
166,1.2004975360400956,1.6523684895842512,1.2376182863505054,0.2819931183719489,0.8735984275777873,2.5408838362441997,1.0,6.0,66.7,25.1,1.9,29.08,70.92,4.0,100.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,102.0,74.0
1244,-0.31454719840081574,-0.32512581792811696,-0.4906554864923057,0.47612550129356845,-0.26431666147970323,0.3971617004665172,2.0,1.0,100.0,0.0,0.0,0.0,100.0,1.0,60.0,0.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,74.0,79.0
207,-0.11672445928554577,0.08886791801793521,-0.09811890867436457,-0.24694201158363463,-0.16691786974085346,-0.6809150689530434,1.0,4.0,80.10000000000001,1.9,0.0,20.0,80.0,2.0,100.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,86.0,72.0
274,-0.10025679653287613,-0.32512581792811696,-0.08141977236178836,0.22283958129376602,-0.011477729717154519,-0.4969845221187181,1.0,2.0,100.0,0.0,0.0,0.0,100.0,2.0,89.0,0.0,11.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,9.0,9.0,87.0
41,0.11673430202650134,0.7368509135206961,0.13862140700176567,-0.06694202007270669,-0.10434544137431345,0.3890279392304994,1.0,4.0,63.5,36.5,0.0,36.51,63.49,2.0,45.0,0.0,55.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,94.0,94.0
591,-0.4298735341903119,-0.32512581792811696,-0.41566968479431354,-0.528973486347611,-0.4003889600564493,-0.6809150689530434,1.0,5.0,100.0,0.0,0.0,0.0,100.0,2.0,65.0,0.0,35.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,19.0,81.0,77.0
525,-0.4298010764742001,-0.32512581792811696,-0.4155962085945382,-0.42066131268482726,-0.4003034679794363,-0.16436057046716165,1.0,3.0,100.0,0.0,0.0,0.0,100.0,4.0,33.0,0.0,67.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,15.0,146.0,89.0
287,-0.32619312949950374,-0.32512581792811696,-0.3105319225703338,0.44020879399812,-0.2780575698577982,-0.4969845221187181,1.0,1.0,100.0,0.0,0.0,0.0,100.0,1.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,9.0,4.0,63.0
469,0.8756037240601254,-0.32512581792811696,0.9081576862124272,0.2762595889318379,1.139929563494393,2.5408838362441997,1.0,5.0,100.0,0.0,0.0,0.0,100.0,2.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,7.0,50.0,93.0
121,0.6474014406987303,-0.32512581792811696,0.6767477348472711,0.3422098143639328,0.8706761529453417,-0.4969845221187181,1.0,4.0,100.0,0.0,0.0,0.0,100.0,2.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,13.0,72.0
1300,2.8421654229188342,4.350850630835353,2.902361865005752,0.14735730958699145,1.9240473498439423,2.5408838362441997,1.0,13.0,63.9,37.7,1.2,36.83,63.17,3.0,75.0,0.0,25.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,43.0,98.0
928,-0.48648935873399013,-0.32512581792811696,-0.47308131543695053,-0.054153803306595395,-0.46718936023163393,-0.16436057046716165,1.0,1.0,100.0,0.0,0.0,0.0,100.0,1.0,98.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,8.0,16.0,89.0
673,-0.34329973756697696,-0.32512581792811696,-0.32787898537183796,-0.33173631941802467,-0.2982414720398755,-0.16436057046716165,1.0,3.0,100.0,0.0,0.0,0.0,100.0,1.0,98.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,131.0,89.0
